product_id_1,product_name_1,product_type_1,product_id_2,product_name_2,product_type_2,compatibility_type,compatibility_score,notes
P20003,Điện trở,Linh kiện thụ động,P20013,Cầu chì,Linh kiện thụ động,Tương thích hoàn toàn,1.0,Cần cấu hình thêm
P20003,Điện trở,Linh kiện thụ động,P20014,Biến áp,Linh kiện thụ động,Tương thích một phần,0.74,Cần cài đặt driver
P20003,Điện trở,Linh kiện thụ động,P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,Tương thích hoàn toàn,0.81,Cần driver phù hợp
P20003,Điện trở,Linh kiện thụ động,P20016,Bộ suy giảm,Linh kiện thụ động,Tương thích hoàn toàn,0.99,Có thể kết nối trực tiếp
P20003,Điện trở,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Tương thích hoàn toàn,0.83,Cần driver phù hợp
P20004,Tụ điện,Linh kiện thụ động,P20005,Tụ điện,Linh kiện thụ động,Không tương thích,0.19,Có thể kết nối trực tiếp
P20004,Tụ điện,Linh kiện thụ động,P20006,Cuộn cảm,Linh kiện thụ động,Tương thích một phần,0.57,Cần nguồn điện phù hợp
P20004,Tụ điện,Linh kiện thụ động,P20007,Cuộn cảm,Linh kiện thụ động,Tương thích một phần,0.5,Cần cấu hình thêm
P20004,Tụ điện,Linh kiện thụ động,P20008,Biến trở,Linh kiện thụ động,Tương thích hoàn toàn,0.91,Cần thiết bị trung gian
P20004,Tụ điện,Linh kiện thụ động,P20009,Biến trở,Linh kiện thụ động,Tương thích một phần,0.77,Cần driver phù hợp
P20004,Tụ điện,Linh kiện thụ động,P20010,Crystal & Oscillator,Linh kiện thụ động,Tương thích một phần,0.55,Cần phần mềm hỗ trợ
P20004,Tụ điện,Linh kiện thụ động,P20011,Crystal & Oscillator,Linh kiện thụ động,Tương thích hoàn toàn,0.99,Cần thiết bị trung gian
P20004,Tụ điện,Linh kiện thụ động,P20012,Cầu chì,Linh kiện thụ động,Không tương thích,0.09,Cần nguồn điện phù hợp
P20004,Tụ điện,Linh kiện thụ động,P20013,Cầu chì,Linh kiện thụ động,Tương thích một phần,0.66,Cần firmware tương thích
P20004,Tụ điện,Linh kiện thụ động,P20014,Biến áp,Linh kiện thụ động,Không tương thích,0.15,Cần cập nhật firmware
P20004,Tụ điện,Linh kiện thụ động,P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,Tương thích một phần,0.71,Cần firmware tương thích
P20004,Tụ điện,Linh kiện thụ động,P20016,Bộ suy giảm,Linh kiện thụ động,Tương thích hoàn toàn,0.9,Cần cài đặt driver
P20004,Tụ điện,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Không tương thích,0.12,Cần cập nhật firmware
P20005,Tụ điện,Linh kiện thụ động,P20006,Cuộn cảm,Linh kiện thụ động,Tương thích một phần,0.68,Cần cập nhật firmware
P20005,Tụ điện,Linh kiện thụ động,P20007,Cuộn cảm,Linh kiện thụ động,Tương thích một phần,0.57,Cần firmware tương thích
P20005,Tụ điện,Linh kiện thụ động,P20008,Biến trở,Linh kiện thụ động,Tương thích một phần,0.62,Cần nguồn điện phù hợp
P20005,Tụ điện,Linh kiện thụ động,P20009,Biến trở,Linh kiện thụ động,Tương thích một phần,0.63,Cần cài đặt driver
P20005,Tụ điện,Linh kiện thụ động,P20010,Crystal & Oscillator,Linh kiện thụ động,Tương thích một phần,0.78,Cần cài đặt driver
P20005,Tụ điện,Linh kiện thụ động,P20011,Crystal & Oscillator,Linh kiện thụ động,Tương thích một phần,0.8,Cần cài đặt driver
P20005,Tụ điện,Linh kiện thụ động,P20012,Cầu chì,Linh kiện thụ động,Tương thích hoàn toàn,0.93,Cần nguồn điện phù hợp
P20005,Tụ điện,Linh kiện thụ động,P20013,Cầu chì,Linh kiện thụ động,Tương thích hoàn toàn,0.81,Cần cài đặt driver
P20005,Tụ điện,Linh kiện thụ động,P20014,Biến áp,Linh kiện thụ động,Tương thích hoàn toàn,0.83,Cần cập nhật firmware
P20005,Tụ điện,Linh kiện thụ động,P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,Tương thích một phần,0.56,Cần cài đặt driver
P20005,Tụ điện,Linh kiện thụ động,P20016,Bộ suy giảm,Linh kiện thụ động,Không tương thích,0.2,Cần cài đặt driver
P20005,Tụ điện,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Tương thích hoàn toàn,0.92,Có thể kết nối trực tiếp
P20006,Cuộn cảm,Linh kiện thụ động,P20007,Cuộn cảm,Linh kiện thụ động,Tương thích hoàn toàn,0.83,Cần driver phù hợp
P20006,Cuộn cảm,Linh kiện thụ động,P20008,Biến trở,Linh kiện thụ động,Tương thích một phần,0.5,Cần phần mềm hỗ trợ
P20006,Cuộn cảm,Linh kiện thụ động,P20009,Biến trở,Linh kiện thụ động,Không tương thích,0.16,Cần driver phù hợp
P20006,Cuộn cảm,Linh kiện thụ động,P20010,Crystal & Oscillator,Linh kiện thụ động,Tương thích hoàn toàn,0.83,Cần nguồn điện phù hợp
P20006,Cuộn cảm,Linh kiện thụ động,P20011,Crystal & Oscillator,Linh kiện thụ động,Tương thích một phần,0.61,Cần thiết bị trung gian
P20006,Cuộn cảm,Linh kiện thụ động,P20012,Cầu chì,Linh kiện thụ động,Không tương thích,0.11,Cần phần mềm hỗ trợ
P20006,Cuộn cảm,Linh kiện thụ động,P20013,Cầu chì,Linh kiện thụ động,Tương thích một phần,0.75,Cần cấu hình thêm
P20006,Cuộn cảm,Linh kiện thụ động,P20014,Biến áp,Linh kiện thụ động,Không tương thích,0.25,Có thể kết nối trực tiếp
P20006,Cuộn cảm,Linh kiện thụ động,P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,Tương thích hoàn toàn,0.94,Cần thiết bị trung gian
P20006,Cuộn cảm,Linh kiện thụ động,P20016,Bộ suy giảm,Linh kiện thụ động,Không tương thích,0.03,Cần adapter chuyển đổi
P20006,Cuộn cảm,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Tương thích một phần,0.55,Cần adapter chuyển đổi
P20007,Cuộn cảm,Linh kiện thụ động,P20008,Biến trở,Linh kiện thụ động,Tương thích một phần,0.56,Cần thiết bị trung gian
P20007,Cuộn cảm,Linh kiện thụ động,P20009,Biến trở,Linh kiện thụ động,Không tương thích,0.12,Cần cấu hình thêm
P20007,Cuộn cảm,Linh kiện thụ động,P20010,Crystal & Oscillator,Linh kiện thụ động,Tương thích một phần,0.64,Cần cấu hình thêm
P20007,Cuộn cảm,Linh kiện thụ động,P20011,Crystal & Oscillator,Linh kiện thụ động,Tương thích một phần,0.53,Cần driver phù hợp
P20007,Cuộn cảm,Linh kiện thụ động,P20012,Cầu chì,Linh kiện thụ động,Tương thích hoàn toàn,0.97,Cần driver phù hợp
P20007,Cuộn cảm,Linh kiện thụ động,P20013,Cầu chì,Linh kiện thụ động,Tương thích một phần,0.75,Có thể kết nối trực tiếp
P20007,Cuộn cảm,Linh kiện thụ động,P20014,Biến áp,Linh kiện thụ động,Tương thích hoàn toàn,0.84,Cần adapter chuyển đổi
P20007,Cuộn cảm,Linh kiện thụ động,P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,Tương thích một phần,0.54,Có thể kết nối trực tiếp
P20007,Cuộn cảm,Linh kiện thụ động,P20016,Bộ suy giảm,Linh kiện thụ động,Tương thích hoàn toàn,0.95,Cần cập nhật firmware
P20007,Cuộn cảm,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Tương thích hoàn toàn,0.99,Cần phần mềm hỗ trợ
P20008,Biến trở,Linh kiện thụ động,P20009,Biến trở,Linh kiện thụ động,Tương thích hoàn toàn,0.83,Cần cập nhật firmware
P20008,Biến trở,Linh kiện thụ động,P20010,Crystal & Oscillator,Linh kiện thụ động,Không tương thích,0.29,Cần cấu hình thêm
P20008,Biến trở,Linh kiện thụ động,P20011,Crystal & Oscillator,Linh kiện thụ động,Tương thích một phần,0.78,Cần cài đặt driver
P20008,Biến trở,Linh kiện thụ động,P20012,Cầu chì,Linh kiện thụ động,Tương thích hoàn toàn,0.88,Cần cài đặt driver
P20008,Biến trở,Linh kiện thụ động,P20013,Cầu chì,Linh kiện thụ động,Tương thích hoàn toàn,0.83,Cần cài đặt driver
P20008,Biến trở,Linh kiện thụ động,P20014,Biến áp,Linh kiện thụ động,Tương thích một phần,0.69,Cần cập nhật firmware
P20008,Biến trở,Linh kiện thụ động,P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,Tương thích một phần,0.58,Có thể kết nối trực tiếp
P20008,Biến trở,Linh kiện thụ động,P20016,Bộ suy giảm,Linh kiện thụ động,Tương thích một phần,0.7,Cần cấu hình thêm
P20008,Biến trở,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Tương thích hoàn toàn,0.84,Cần cập nhật firmware
P20009,Biến trở,Linh kiện thụ động,P20010,Crystal & Oscillator,Linh kiện thụ động,Tương thích hoàn toàn,0.81,Cần thiết bị trung gian
P20009,Biến trở,Linh kiện thụ động,P20011,Crystal & Oscillator,Linh kiện thụ động,Tương thích một phần,0.71,Có thể kết nối trực tiếp
P20009,Biến trở,Linh kiện thụ động,P20012,Cầu chì,Linh kiện thụ động,Tương thích một phần,0.54,Cần driver phù hợp
P20009,Biến trở,Linh kiện thụ động,P20013,Cầu chì,Linh kiện thụ động,Tương thích một phần,0.54,Cần phần mềm hỗ trợ
P20009,Biến trở,Linh kiện thụ động,P20014,Biến áp,Linh kiện thụ động,Tương thích hoàn toàn,0.85,Có thể kết nối trực tiếp
P20009,Biến trở,Linh kiện thụ động,P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,Tương thích hoàn toàn,0.81,Cần cấu hình thêm
P20009,Biến trở,Linh kiện thụ động,P20016,Bộ suy giảm,Linh kiện thụ động,Tương thích một phần,0.69,Cần adapter chuyển đổi
P20009,Biến trở,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Tương thích một phần,0.64,Cần phần mềm hỗ trợ
P20010,Crystal & Oscillator,Linh kiện thụ động,P20011,Crystal & Oscillator,Linh kiện thụ động,Tương thích hoàn toàn,0.81,Cần cập nhật firmware
P20010,Crystal & Oscillator,Linh kiện thụ động,P20012,Cầu chì,Linh kiện thụ động,Không tương thích,0.06,Cần cấu hình thêm
P20010,Crystal & Oscillator,Linh kiện thụ động,P20013,Cầu chì,Linh kiện thụ động,Tương thích một phần,0.7,Cần nguồn điện phù hợp
P20010,Crystal & Oscillator,Linh kiện thụ động,P20014,Biến áp,Linh kiện thụ động,Không tương thích,0.14,Cần phần mềm hỗ trợ
P20010,Crystal & Oscillator,Linh kiện thụ động,P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,Tương thích một phần,0.68,Cần phần mềm hỗ trợ
P20010,Crystal & Oscillator,Linh kiện thụ động,P20016,Bộ suy giảm,Linh kiện thụ động,Tương thích một phần,0.74,Cần firmware tương thích
P20010,Crystal & Oscillator,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Tương thích hoàn toàn,0.85,Cần phần mềm hỗ trợ
P20011,Crystal & Oscillator,Linh kiện thụ động,P20012,Cầu chì,Linh kiện thụ động,Tương thích một phần,0.53,Có thể kết nối trực tiếp
P20011,Crystal & Oscillator,Linh kiện thụ động,P20013,Cầu chì,Linh kiện thụ động,Tương thích một phần,0.51,Cần adapter chuyển đổi
P20011,Crystal & Oscillator,Linh kiện thụ động,P20014,Biến áp,Linh kiện thụ động,Tương thích hoàn toàn,0.99,Cần thiết bị trung gian
P20011,Crystal & Oscillator,Linh kiện thụ động,P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,Tương thích một phần,0.77,Cần driver phù hợp
P20011,Crystal & Oscillator,Linh kiện thụ động,P20016,Bộ suy giảm,Linh kiện thụ động,Tương thích hoàn toàn,0.84,Cần cài đặt driver
P20011,Crystal & Oscillator,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Tương thích hoàn toàn,0.91,Cần nguồn điện phù hợp
P20012,Cầu chì,Linh kiện thụ động,P20013,Cầu chì,Linh kiện thụ động,Tương thích một phần,0.59,Cần nguồn điện phù hợp
P20012,Cầu chì,Linh kiện thụ động,P20014,Biến áp,Linh kiện thụ động,Tương thích một phần,0.59,Cần cài đặt driver
P20012,Cầu chì,Linh kiện thụ động,P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,Tương thích hoàn toàn,0.85,Cần cài đặt driver
P20012,Cầu chì,Linh kiện thụ động,P20016,Bộ suy giảm,Linh kiện thụ động,Tương thích hoàn toàn,0.99,Cần thiết bị trung gian
P20012,Cầu chì,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Không tương thích,0.19,Cần cài đặt driver
P20013,Cầu chì,Linh kiện thụ động,P20014,Biến áp,Linh kiện thụ động,Không tương thích,0.27,Cần phần mềm hỗ trợ
P20013,Cầu chì,Linh kiện thụ động,P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,Không tương thích,0.12,Cần nguồn điện phù hợp
P20013,Cầu chì,Linh kiện thụ động,P20016,Bộ suy giảm,Linh kiện thụ động,Không tương thích,0.38,Cần cài đặt driver
P20013,Cầu chì,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Tương thích một phần,0.71,Có thể kết nối trực tiếp
P20014,Biến áp,Linh kiện thụ động,P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,Tương thích hoàn toàn,0.96,Cần cài đặt driver
P20014,Biến áp,Linh kiện thụ động,P20016,Bộ suy giảm,Linh kiện thụ động,Không tương thích,0.0,Cần cài đặt driver
P20014,Biến áp,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Tương thích một phần,0.58,Cần thiết bị trung gian
P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,P20016,Bộ suy giảm,Linh kiện thụ động,Tương thích hoàn toàn,0.95,Cần firmware tương thích
P20015,Bộ lọc EMI/RFI,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Tương thích hoàn toàn,0.84,Có thể kết nối trực tiếp
P20016,Bộ suy giảm,Linh kiện thụ động,P20017,Mạng điện trở,Linh kiện thụ động,Tương thích hoàn toàn,0.9,Cần cài đặt driver
P30001,Diode,Linh kiện chủ động,P30002,Diode,Linh kiện chủ động,Tương thích hoàn toàn,0.86,Cần nguồn điện phù hợp
P30001,Diode,Linh kiện chủ động,P30003,Diode,Linh kiện chủ động,Tương thích một phần,0.6,Cần cập nhật firmware
P30001,Diode,Linh kiện chủ động,P30004,Transistor,Linh kiện chủ động,Tương thích một phần,0.74,Cần adapter chuyển đổi
P30001,Diode,Linh kiện chủ động,P30005,Transistor,Linh kiện chủ động,Tương thích một phần,0.67,Cần adapter chuyển đổi
P30001,Diode,Linh kiện chủ động,P30006,IC tích hợp,Linh kiện chủ động,Không tương thích,0.34,Cần cấu hình thêm
P30001,Diode,Linh kiện chủ động,P30007,IC tích hợp,Linh kiện chủ động,Tương thích hoàn toàn,0.96,Cần cài đặt driver
P30001,Diode,Linh kiện chủ động,P30008,Thyristor,Linh kiện chủ động,Tương thích hoàn toàn,0.81,Có thể kết nối trực tiếp
P30001,Diode,Linh kiện chủ động,P30009,Thyristor,Linh kiện chủ động,Tương thích một phần,0.75,Cần adapter chuyển đổi
P30001,Diode,Linh kiện chủ động,P30010,Mosfet,Linh kiện chủ động,Không tương thích,0.06,Cần cài đặt driver
P30001,Diode,Linh kiện chủ động,P30011,Mosfet,Linh kiện chủ động,Tương thích một phần,0.51,Có thể kết nối trực tiếp
P30001,Diode,Linh kiện chủ động,P30012,IGBT,Linh kiện chủ động,Tương thích một phần,0.68,Cần thiết bị trung gian
P30001,Diode,Linh kiện chủ động,P30013,IGBT,Linh kiện chủ động,Tương thích hoàn toàn,0.91,Có thể kết nối trực tiếp
P30001,Diode,Linh kiện chủ động,P30014,Bộ khuếch đại,Linh kiện chủ động,Tương thích một phần,0.57,Cần adapter chuyển đổi
P30001,Diode,Linh kiện chủ động,P30015,Bộ so sánh,Linh kiện chủ động,Tương thích một phần,0.77,Cần nguồn điện phù hợp
P30001,Diode,Linh kiện chủ động,P30016,Bộ chuyển đổi ADC/DAC,Linh kiện chủ động,Tương thích hoàn toàn,0.88,Cần cấu hình thêm
P30001,Diode,Linh kiện chủ động,P30017,Bộ dao động,Linh kiện chủ động,Tương thích hoàn toàn,0.81,Cần cài đặt driver
